,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Signals,NoOf Signals,Index,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility W,Volatility M,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Recom,SMA20,SMA50,SMA200
1398,BLTE,"Belite Bio, Inc",Healthcare,Biotechnology,USA,750130000.0,,30.1,0.0128,1466.0,Wedge,1,-,-0.34,51.94%,24.87M,1.67%,-,-,0.00%,6.86M,0.40%,-8.40M,-,-,0.60%,1.29% / 6.77,10.34%,-,-,-68.00%,118.09%,0.09M,6.66%,2.00,14.89,-,-,57.50,-,0.69,43.36,-,-,8.80,44.70,-0.15%,-,-,-,-,-32.66%,-,-,10.70,-,-,242.05%,1.01,12,10.70,-,-,51.78,2.44%,3.41%,No,-,-,-,0.11,29.72,Yes,-,-,-,13.10K,2.00,1.63%,-0.69%,4.51%
1399,RWAY,Runway Growth Finance Corp.,Financial,Credit Services,USA,521950000.00000006,15.8,12.93,-0.0054,58573.0,Wedge,1,-,0.82,0.20%,40.77M,-0.23%,7.79,1.67,348.25%,40.26M,6.51%,33.10M,1.76,0.39,61.80%,0.14% / 0.51,1.73%,89.30M,5.84,-21.50%,-3.21%,0.06M,-4.72%,14.07,0.92,19.30%,4.10%,14.69,-0.23%,0.14,89.99,9.00%,5.60%,10.76,14.92,11.56%,1.44,-,15.10%,6.10%,-13.34%,-,11.08%,-,-,68.10%,20.17%,0.35,-,-,46.80%,58.70%,57.14,2.13%,2.74%,Yes,0.59,-6.80%,37.00%,0.52,13.00,Yes,0.59,Nov 03 AMC,0.00%,112.79K,1.60,0.89%,5.22%,3.54%
1400,PNC,"The PNC Financial Services Group, Inc.",Financial,Banks - Regional,USA,65650000000.00001,12.76,161.56,-0.0085,1929457.0,Wedge,1,S&P 500,12.77,0.10%,410.00M,-1.96%,10.51,15.50,0.05%,396.99M,-1.66%,5.38B,1.16,3.71,84.90%,1.29% / 2.16,3.10%,12.14B,5.41,99.60%,-3.56%,5.12M,-2.63%,113.87,1.43,5.00%,1.00%,173.43,-22.96%,116.23,1.40,10.96%,10.80%,143.52,214.50,2.29%,6.00,14.81,11.60%,11.80%,-24.68%,1.14,3.68%,-,2.90%,-,12.57%,3.88,57668,-,38.90%,-,50.47,2.08%,2.25%,Yes,0.53,14.40%,44.30%,0.82,162.94,Yes,0.53,Jan 18 BMO,41.10%,2.36M,2.50,-0.09%,1.49%,0.35%
1401,TALO,Talos Energy Inc.,Energy,Oil & Gas E&P,USA,1580000000.0,3.44,18.49,-0.0222,859197.0,Wedge,1,-,5.50,0.81%,82.58M,-4.84%,3.66,5.16,0.00%,69.64M,-1.33%,460.20M,-,0.74,97.70%,7.93% / 5.44,-15.11%,1.69B,0.93,67.50%,3.71%,5.53M,-0.38%,13.99,1.35,45.15%,16.40%,28.75,58.99%,1.10,17.15,-,52.50%,10.80,25.49,-2.07%,-,4.24,10.30%,21.30%,-27.46%,2.27,-,0.70,36.90%,81.80%,71.20%,0.96,443,0.70,29.60%,46.20%,42.07,5.58%,4.96%,Yes,0.58,-,27.20%,0.85,18.91,Yes,0.56,Feb 28 AMC,0.00%,1.02M,1.80,-6.70%,-4.32%,-3.84%
1402,EBIX,"Ebix, Inc.",Technology,Software - Application,USA,644670000.0,8.63,20.16,-0.0049,140217.0,Wedge,1,-,2.35,21.16%,30.78M,3.81%,7.82,2.59,0.00%,24.26M,13.00%,72.20M,0.86,0.60,70.50%,21.07% / 10.15,21.30%,1.06B,0.61,-26.30%,1.33%,5.11M,-3.63%,20.07,1.01,6.58%,4.70%,96.75,-25.08%,2.85,7.11,10.00%,11.20%,12.50,44.42,1.00%,0.30,12.74,-4.90%,8.50%,-54.62%,2.45,1.48%,0.40,27.20%,30.30%,61.28%,1.15,10030,0.40,34.50%,11.60%,53.99,6.45%,5.83%,Yes,1.03,17.80%,6.80%,0.28,20.26,Yes,0.00,Nov 09 BMO,12.80%,503.57K,1.50,3.83%,4.11%,-8.08%
1403,HYGH,iShares Interest Rate Hedged High Yield Bond ETF,Financial,Exchange Traded Fund,USA,,,83.87,-0.004699999999999999,25188.0,Wedge,1,-,-,-,-,-0.73%,-,-,-,-,0.74%,-,-,-,-,- / -,1.55%,-,-,-,-,-,0.86%,-,-,-,-,-,-2.64%,-,-,-,-,78.39,87.67,2.27%,5.39,-,-,-,-4.33%,-,6.40%,-,-,-,6.98%,0.47,-,-,-,-,53.53,0.58%,0.49%,Yes,-,-,-,1.37,84.27,Yes,-,-,-,18.40K,-,0.07%,0.92%,1.57%
1404,IIF,"Morgan Stanley India Investment Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,214620000.0,2.72,20.25,0.013999999999999999,50335.0,Wedge,1,-,7.33,-,10.75M,1.86%,-,-,-,10.75M,-1.65%,-,-,-,52.48%,0.01% / 0.03,-1.37%,1.78M,120.30,-,-,0.00M,-3.33%,26.80,0.75,-,-,-,-9.56%,-,-,-,-,18.31,22.91,-0.25%,0.20,-,-,-,-11.60%,-,1.02%,-,-,-,10.60%,0.22,-,-,-0.50%,-,44.54,0.86%,0.90%,No,-,-,-,1.06,19.97,Yes,-,-,-,47.69K,-,-1.76%,-1.87%,0.02%
1405,USCI,"United States Commodity Index Fund, LP",Financial,Exchange Traded Fund,USA,,,54.64,0.0011,6682.0,Wedge,1,-,-,-,-,-1.37%,-,-,-,-,-1.16%,-,-,-,-,- / -,-2.60%,-,-,-,-,-,1.60%,-,-,-,-,-,13.62%,-,-,-,-,47.55,62.72,-2.91%,-,-,-,-,-12.88%,-,-,-,-,-,14.91%,0.69,-,-,-,-,44.36,1.41%,0.98%,Yes,-,-,-,0.19,54.58,Yes,-,-,-,34.79K,-,-1.62%,-0.99%,-1.53%
1406,FAS,Direxion Daily Financial Bull 3X Shares,Financial,Exchange Traded Fund,USA,,,89.86,-0.0173,713254.0,Wedge,1,-,-,-,-,1.57%,-,-,-,-,12.17%,-,-,-,-,- / -,19.35%,-,-,-,-,-,16.76%,-,-,-,-,-,-34.96%,-,-,-,-,49.62,149.84,22.18%,0.67,-,-,-,-40.03%,-,0.73%,-,-,-,81.10%,3.74,-,-,-,-,63.07,4.67%,4.43%,Yes,-,-,-,0.70,91.44,Yes,-,-,-,1.02M,-,5.79%,12.12%,19.76%
1407,CMRX,"Chimerix, Inc.",Healthcare,Biotechnology,USA,162000000.0,1.05,1.8,-0.011000000000000001,597879.0,Wedge,1,-,1.74,0.80%,87.64M,-1.10%,-,-0.86,1.77%,79.26M,-4.76%,153.60M,-,-0.24,62.30%,3.34% / 2.93,-7.22%,33.10M,4.89,-191.40%,-1.72%,2.65M,-26.23%,3.13,0.58,-143.70%,119.70%,7.50,-69.07%,3.20,0.57,-,147.00%,1.27,6.43,-3.23%,-,-,-4.30%,-210.70%,-72.01%,1.17,-,16.40,-19.10%,98.60%,41.73%,0.09,87,16.40,30325.20%,-,43.99,4.48%,4.99%,Yes,0.00,-,-,0.66,1.82,Yes,0.00,Nov 03 BMO,0.00%,903.87K,1.70,-3.23%,-7.46%,-18.93%
1408,JJG,iPath Series B Bloomberg Grains Subindex Total Return ETN,Financial,Exchange Traded Fund,USA,,,77.36,0.0064,954.0,Wedge,1,-,-,-,-,-0.04%,-,-,-,-,3.74%,-,-,-,-,- / -,-0.74%,-,-,-,-,-,6.14%,-,-,-,-,-,7.55%,-,-,-,-,67.61,98.50,-0.36%,-,-,-,-,-21.47%,-,-,-,-,-,14.42%,0.74,-,-,-,-,57.53,0.58%,0.77%,Yes,-,-,-,0.57,76.87,Yes,-,-,-,1.66K,-,1.27%,2.35%,-1.19%
1409,USL,"United States 12 Month Oil Fund, LP",Financial,Exchange Traded Fund,USA,,,34.85,0.013500000000000002,21194.0,Wedge,1,-,-,-,-,1.89%,-,-,-,-,3.65%,-,-,-,-,- / -,-8.24%,-,-,-,-,-,-5.54%,-,-,-,-,-,6.33%,-,-,-,-,31.66,45.45,-1.84%,-,-,-,-,-23.33%,-,-,-,-,-,10.06%,0.92,-,-,-,-,51.61,3.41%,2.38%,Yes,-,-,-,0.54,34.38,Yes,-,-,-,39.46K,-,-0.29%,1.46%,-5.46%
1410,SMLV,SPDR SSGA US Small Cap Low Volatility Index ETF,Financial,Exchange Traded Fund,USA,,,113.94,-0.0121,2787.0,Wedge,1,-,-,-,-,-0.31%,-,-,-,-,4.50%,-,-,-,-,- / -,3.72%,-,-,-,-,-,3.32%,-,-,-,-,-,1.28%,-,-,-,-,98.74,117.12,5.85%,3.39,-,-,-,-2.71%,-,2.94%,-,-,-,15.40%,1.34,-,-,-,-,57.90,0.96%,0.96%,No,-,-,-,0.45,115.34,Yes,-,-,-,6.25K,-,1.48%,2.97%,5.42%
1411,SCL,Stepan Company,Basic Materials,Specialty Chemicals,USA,2510000000.0,16.92,110.25,-0.0181,39865.0,Wedge,1,-,6.64,1.50%,22.75M,-1.67%,16.97,6.62,-2.83%,21.23M,2.59%,153.30M,3.85,0.54,79.30%,0.80% / 2.22,3.71%,2.76B,0.91,8.60%,-1.29%,0.17M,2.70%,49.67,2.26,0.15%,6.80%,141.00,2.73%,7.42,15.14,4.40%,13.80%,91.64,116.72,3.56%,1.46,-,9.70%,9.50%,-5.54%,0.83,1.30%,1.10,5.80%,16.10%,20.31%,2.49,2439,1.80,19.30%,7.80%,51.13,2.22%,2.29%,Yes,0.50,7.50%,5.60%,0.52,112.28,Yes,0.41,Feb 16 BMO,19.90%,76.68K,2.30,0.04%,0.88%,4.97%
1412,AFG,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,11750000000.0,13.14,137.21,-0.008100000000000001,366457.0,Wedge,1,-,10.53,0.20%,85.20M,-0.59%,11.22,12.33,-15.58%,66.61M,-1.97%,898.00M,5.01,2.96,64.00%,0.97% / 1.67,-6.01%,7.04B,1.67,246.60%,-0.80%,0.64M,8.96%,46.15,3.00,4.92%,3.60%,168.00,14.10%,9.34,14.80,2.62%,23.10%,116.79,148.85,-0.05%,2.52,-,11.50%,16.80%,-7.82%,0.83,1.82%,-,-0.20%,-,17.48%,3.20,6600,-,13.20%,19.50%,47.17,3.95%,2.20%,Yes,0.39,-24.80%,14.60%,0.95,138.33,Yes,0.39,Feb 01 AMC,18.00%,385.46K,2.50,-1.40%,-0.83%,2.55%
1413,PLDR,Putnam Sustainable Leaders ETF,Financial,Exchange Traded Fund,USA,,,22.89,0.0049,4.0,Wedge,1,-,-,-,-,1.24%,-,-,-,-,7.07%,-,-,-,-,- / -,10.49%,-,-,-,-,-,9.95%,-,-,-,-,-,-18.90%,-,-,-,-,19.94,25.98,7.07%,0.13,-,-,-,-11.88%,-,0.59%,-,-,-,14.82%,0.25,-,-,-,-,60.10,0.31%,0.34%,No,-,-,-,0.01,22.78,Yes,-,-,-,0.60K,-,3.25%,3.59%,2.18%
1414,RISR,FolioBeyond Rising Rates ETF,Financial,Exchange Traded Fund,USA,,,31.07,-0.0042,69188.0,Wedge,1,-,-,-,-,3.50%,-,-,-,-,1.90%,-,-,-,-,- / -,-5.45%,-,-,-,-,-,4.47%,-,-,-,-,-,7.03%,-,-,-,-,28.50,34.44,-1.65%,1.50,-,-,-,-9.78%,-,4.82%,-,-,-,9.02%,0.54,-,-,-,-,55.78,1.68%,1.62%,No,-,-,-,0.66,31.20,Yes,-,-,-,104.70K,-,1.98%,1.58%,-1.33%
1415,UYG,ProShares Ultra Financials,Financial,Exchange Traded Fund,USA,,,53.58,-0.01,12965.0,Wedge,1,-,-,-,-,0.45%,-,-,-,-,10.57%,-,-,-,-,- / -,16.66%,-,-,-,-,-,7.29%,-,-,-,-,-,-20.37%,-,-,-,-,35.38,70.59,17.47%,0.35,-,-,-,-24.10%,-,0.65%,-,-,-,51.44%,1.33,-,-,-,-,62.94,2.81%,2.42%,Yes,-,-,-,0.54,54.12,Yes,-,-,-,23.96K,-,4.05%,9.53%,12.90%
1416,NUMV,Nuveen ESG Mid-Cap Value ETF,Financial,Exchange Traded Fund,USA,,,32.12,-0.0105,32545.0,Wedge,1,-,-,-,-,-0.93%,-,-,-,-,4.63%,-,-,-,-,- / -,7.21%,-,-,-,-,-,0.39%,-,-,-,-,-,-6.30%,-,-,-,-,26.85,35.71,7.97%,0.64,-,-,-,-10.06%,-,1.98%,-,-,-,19.64%,0.50,-,-,-,-,57.24,1.48%,1.34%,No,-,-,-,0.54,32.46,Yes,-,-,-,60.19K,-,1.61%,3.65%,3.88%
1417,ZIMV,ZimVie Inc.,Healthcare,Medical Devices,USA,274980000.0,,9.86,-0.0519,156470.0,Wedge,1,-,-3.61,0.10%,26.07M,-0.80%,8.05,1.29,-99.49%,26.07M,15.32%,-94.20M,-,0.21,76.30%,18.29% / 9.84,17.94%,946.30M,0.29,46.80%,-0.43%,4.77M,-49.02%,28.14,0.37,-31.20%,-5.40%,9.00,-,4.39,2.37,-,-10.00%,6.67,50.40,5.57%,-,-,-,-6.50%,-80.43%,-,-,1.50,-,62.80%,47.83%,0.68,2700,2.50,-71.50%,-14.40%,55.36,8.25%,7.02%,Yes,0.75,102.40%,-10.00%,0.32,10.40,Yes,0.73,Nov 09 AMC,-,484.37K,3.50,7.11%,8.29%,-30.23%
1418,RES,"RPC, Inc.",Energy,Oil & Gas Equipment & Services,USA,2029999999.9999998,9.22,9.36,-0.0021,775745.0,Wedge,1,-,1.02,41.10%,213.36M,-3.60%,5.64,1.66,-3.19%,77.78M,-1.99%,218.40M,-,0.38,32.80%,8.27% / 4.98,-10.43%,1.60B,1.27,103.40%,0.05%,6.44M,24.63%,3.62,2.59,5.45%,8.40%,11.40,32.58%,0.17,56.66,-,11.50%,5.70,12.91,5.29%,0.16,-,15.50%,1.10%,-27.50%,1.81,1.71%,2.80,3.50%,32.10%,64.21%,0.51,2250,3.30,104.00%,7.00%,52.00,5.36%,5.80%,Yes,0.00,605.10%,5.00%,0.60,9.38,Yes,0.00,Jan 25 BMO,0.00%,1.29M,2.80,0.09%,4.34%,10.53%
1419,MGIC,Magic Software Enterprises Ltd.,Technology,Software - Application,Israel,826730000.0,23.32,17.0,0.0053,12435.0,Wedge,1,-,0.72,58.10%,49.09M,0.59%,14.70,1.15,0.00%,25.72M,3.41%,35.60M,2.06,0.25,22.50%,0.05% / 0.95,16.84%,552.60M,1.50,16.30%,-0.05%,0.01M,-13.18%,5.13,3.30,12.20%,7.00%,28.00,-10.43%,1.79,9.43,11.30%,13.80%,14.01,20.24,6.10%,0.74,35.63,17.40%,12.60%,-16.01%,1.13,4.38%,2.00,19.00%,27.30%,21.34%,0.48,3677,2.00,19.10%,10.40%,57.37,2.42%,2.64%,Yes,0.23,53.60%,6.50%,0.88,16.91,Yes,0.15,-,69.70%,14.15K,-,4.31%,4.08%,0.79%
1420,SB,"Safe Bulkers, Inc.",Industrials,Marine Shipping,Monaco,389810000.0,2.04,3.27,0.0062,487251.0,Wedge,1,-,1.59,67.90%,120.43M,-2.68%,3.24,1.00,0.00%,70.49M,12.76%,193.20M,0.15,0.25,27.30%,4.89% / 4.00,15.55%,355.50M,1.10,683.10%,-5.81%,3.45M,-12.10%,6.20,0.52,-21.19%,16.40%,4.15,-14.62%,0.93,3.51,14.00%,27.20%,2.35,5.12,12.37%,0.20,1.79,30.20%,18.10%,-36.13%,0.95,6.15%,-,24.60%,76.20%,39.08%,0.11,790,2.80,1.30%,59.20%,58.99,3.38%,3.54%,Yes,0.59,-7.30%,54.30%,0.57,3.25,Yes,0.55,Nov 09 AMC,12.60%,860.54K,3.00,3.19%,10.31%,-2.96%
1421,RICK,"RCI Hospitality Holdings, Inc.",Consumer Cyclical,Restaurants,USA,861190000.0,19.1,89.93,-0.0403,83799.0,Channel Up,1,-,4.91,0.10%,9.25M,0.20%,13.85,6.76,0.94%,8.12M,-1.57%,46.00M,0.48,1.19,43.70%,4.22% / 4.54,10.82%,267.60M,3.22,45.60%,-7.06%,0.34M,46.51%,26.09,3.59,17.73%,9.30%,131.50,24.40%,3.92,23.92,40.00%,20.00%,46.49,97.45,-3.50%,0.20,22.25,42.10%,13.00%,-7.72%,1.69,0.21%,1.50,13.10%,61.00%,93.46%,2.89,3219,1.60,30.10%,26.70%,44.86,2.41%,2.83%,Yes,0.84,349.10%,17.20%,1.11,93.71,Yes,0.79,Feb 09 AMC,3.90%,75.54K,2.00,-3.59%,-1.60%,26.22%
1422,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,46270000000.0,20.2,2424.36,0.0019,139189.0,Channel Up,1,S&P 500,119.79,0.10%,19.01M,-2.86%,16.75,144.49,-75.48%,18.72M,-0.71%,2.41B,1.79,21.91,96.60%,1.82% / 2.35,-3.22%,16.57B,2.79,23.10%,-2.87%,0.34M,9.08%,-201.92,-,13.51%,16.30%,2634.20,21.43%,14.11,171.49,11.30%,-69.50%,1703.32,2610.05,-1.70%,-,18.20,21.60%,90.60%,-7.11%,0.70,-,0.10,8.30%,51.60%,42.33%,51.61,69440,0.80,8.60%,19.60%,51.86,2.43%,2.08%,Yes,-,6.80%,14.60%,0.96,2419.81,Yes,-,Dec 06 BMO,0.00%,145.42K,2.00,1.42%,-0.32%,7.93%
1423,BRLI,Brilliant Acquisition Corporation,Financial,Shell Companies,China,22480000.0,,10.81,0.0005,31.0,Channel Up,1,-,-0.28,69.65%,4.45M,0.23%,-,-,0.00%,0.63M,0.70%,-1.50M,-,-,88.27%,0.58% / 0.23,2.56%,-,-,-88.60%,-24.10%,0.00M,4.80%,6.11,1.77,-,-3.70%,-,8.15%,15.00,0.72,20.00%,-4.00%,10.25,11.23,0.98%,-,-,9.34%,-,-3.70%,-,-,8.20,-,-,5.51%,0.05,-,8.20,-,-,57.27,0.00%,0.25%,No,0.13,-537.60%,-,0.00,10.81,Yes,0.00,-,-,16.21K,3.00,0.45%,1.15%,3.77%
1424,WINA,Winmark Corporation,Consumer Cyclical,Specialty Retail,USA,969080000.0,25.0,278.43,-0.0059,7731.0,Channel Up,1,-,11.20,5.60%,3.44M,0.77%,-,-,-7.58%,2.77M,13.27%,40.80M,-,-,71.10%,1.37% / 2.87,12.61%,80.70M,12.01,35.70%,-9.76%,0.04M,27.08%,-17.57,-,-,158.70%,-,26.97%,5.14,54.44,-,-69.80%,181.73,282.00,18.06%,2.80,80.76,15.40%,486.90%,-1.27%,0.78,1.00%,1.80,3.30%,95.50%,53.21%,6.36,85,1.80,5.00%,65.90%,66.74,2.21%,2.67%,No,-,9.90%,50.60%,0.58,280.08,Yes,-,-,19.90%,13.24K,-,4.79%,11.36%,24.56%
1425,LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,USA,314780000000.0,49.21,340.73,0.0031,2289089.0,Channel Up,1,S&P 500,6.90,10.90%,950.18M,-0.54%,28.93,11.74,40.40%,948.37M,-2.60%,6.24B,2.17,1.72,84.80%,0.52% / 1.68,-6.67%,28.54B,11.03,-9.80%,0.68%,4.93M,12.44%,11.18,30.38,38.80%,12.00%,388.87,39.90%,2.96,114.80,22.64%,61.70%,231.87,384.44,-6.86%,4.52,129.53,18.90%,20.80%,-11.37%,0.34,1.33%,0.90,5.90%,76.80%,46.95%,10.98,35000,1.10,2.50%,24.60%,42.91,3.46%,3.65%,Yes,1.58,31.80%,19.90%,0.78,339.68,Yes,1.40,Feb 02 BMO,58.10%,2.93M,2.00,-1.86%,-4.76%,3.62%
1426,CECO,CECO Environmental Corp.,Industrials,Pollution & Treatment Controls,USA,502740000.0,49.9,14.58,-0.0060999999999999995,434692.0,Channel Up,1,-,0.29,1.30%,34.46M,2.68%,18.52,0.79,-2.36%,28.70M,20.20%,10.30M,3.33,0.16,67.30%,1.13% / 1.13,29.37%,399.80M,1.26,-82.70%,1.56%,0.32M,62.54%,5.82,2.52,15.79%,2.20%,16.00,150.09%,1.03,14.28,15.00%,5.00%,4.09,15.19,24.83%,-,25.65,15.30%,2.60%,-4.02%,1.34,-,1.00,-4.90%,29.80%,256.48%,0.64,730,1.60,35.50%,4.70%,64.60,5.01%,5.15%,Yes,0.55,258.30%,2.60%,1.51,14.67,Yes,0.53,-,0.00%,287.02K,2.00,2.90%,13.66%,55.29%
1427,LBAI,"Lakeland Bancorp, Inc.",Financial,Banks - Regional,USA,1290000000.0,12.9,19.81,-0.006999999999999999,98864.0,Channel Up,1,-,1.55,0.30%,64.84M,1.02%,9.73,2.05,0.00%,61.40M,11.29%,88.40M,1.43,0.46,58.60%,2.71% / 8.65,6.73%,291.50M,4.44,64.00%,0.49%,1.67M,24.51%,16.69,1.20,5.56%,0.90%,19.10,6.28%,4.11,4.85,9.00%,8.60%,13.91,20.02,12.49%,0.58,16.35,14.10%,19.20%,-1.05%,0.84,2.91%,-,9.50%,-,42.42%,0.40,681,-,48.50%,89.70%,67.70,2.17%,2.17%,No,0.51,1.00%,30.30%,0.51,19.95,Yes,0.18,Jan 26 BMO,35.40%,192.65K,2.70,5.64%,8.47%,18.88%
1428,TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,Cayman Islands,717410000.0,,10.38,-0.0208,300231.0,"['Channel Up', 'Double Top']",2,-,-1.10,3.60%,75.52M,-2.44%,-,-0.89,-5.33%,59.94M,-0.38%,-82.20M,-,-0.17,98.30%,14.47% / 13.32,3.28%,51.60M,13.90,35.60%,-0.29%,8.67M,15.33%,6.36,1.67,-141.60%,183.40%,12.72,16.11%,7.19,1.47,-,-608.30%,7.53,11.83,-7.49%,-,-,7.60%,-92.80%,-12.25%,0.53,-,3.60,2.60%,-,37.85%,0.33,158,3.60,-5.30%,-,40.26,2.28%,3.30%,Yes,0.00,55.80%,-,0.46,10.60,Yes,0.00,Nov 07 AMC,0.00%,651.05K,2.70,-4.46%,-4.66%,5.30%
1429,NGS,"Natural Gas Services Group, Inc.",Energy,Oil & Gas Equipment & Services,USA,144000000.0,,11.18,-0.0062,13325.0,Channel Up,1,-,-0.43,5.50%,12.19M,-4.12%,-,-0.01,-0.42%,11.62M,-8.59%,-5.40M,-,-0.01,80.40%,0.09% / 0.17,-0.80%,79.00M,1.82,-614.10%,-4.07%,0.01M,12.70%,18.89,0.60,-,-1.80%,21.50,-4.12%,0.20,55.38,23.00%,-2.30%,9.11,15.00,-2.44%,-,-,-27.70%,-4.20%,-25.47%,1.35,-,1.10,0.20%,39.00%,22.72%,0.43,247,1.90,13.70%,-11.10%,44.93,4.10%,3.50%,Yes,0.00,93.20%,-6.90%,0.21,11.25,Yes,0.01,Nov 10 BMO,-,64.12K,2.00,-4.08%,-1.82%,-0.82%
1430,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,59900000000.0,5.35,63.93,-0.0104,7645908.0,Channel Up,1,S&P 500,12.08,0.18%,922.00M,0.68%,9.48,6.81,-,908.11M,-0.23%,12.14B,0.21,1.80,79.40%,5.79% / 4.25,-15.85%,36.47B,1.64,113.30%,-2.76%,52.59M,2.44%,20.56,3.14,-29.77%,16.40%,75.73,55.93%,1.33,48.58,25.75%,77.20%,37.56,77.13,1.49%,0.52,5.37,29.10%,8.60%,-17.11%,1.80,0.80%,0.90,20.70%,67.70%,70.23%,2.20,11678,1.10,38.40%,37.10%,48.98,3.78%,3.42%,Yes,1.11,286.10%,33.20%,0.62,64.60,Yes,1.08,Feb 27 AMC,3.10%,12.38M,2.60,-1.07%,-0.82%,-1.45%
1431,FIX,"Comfort Systems USA, Inc.",Industrials,Engineering & Construction,USA,4330000000.0,19.24,120.3,-0.0098,152018.0,Channel Up,1,-,6.31,1.80%,35.85M,-1.33%,19.76,6.15,-13.72%,34.97M,4.96%,228.10M,1.92,1.39,97.70%,1.36% / 2.47,-1.20%,3.88B,1.12,-3.80%,-0.62%,0.48M,19.53%,26.53,4.58,19.36%,9.60%,131.67,41.71%,1.99,60.93,10.00%,25.80%,74.14,128.68,4.54%,0.60,31.79,18.00%,11.90%,-6.51%,1.27,0.49%,1.30,13.50%,17.60%,62.26%,2.93,13200,1.30,34.30%,5.70%,52.23,2.38%,2.68%,Yes,0.40,34.60%,5.90%,0.79,121.49,Yes,0.40,-,8.50%,192.90K,2.20,0.66%,0.75%,16.49%
1432,FENC,Fennec Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,265600000.00000003,,9.81,-0.016,25141.0,"['Channel Up', 'Multiple Top']",2,-,-0.82,0.80%,26.11M,-3.92%,-,-0.57,-19.33%,21.73M,-1.31%,-21.30M,-,-0.26,43.30%,3.23% / 6.79,15.82%,-,-,12.70%,0.74%,0.70M,46.64%,0.11,90.64,38.00%,-97.20%,15.83,100.20%,1.12,8.91,-,-214.80%,4.64,10.85,2.19%,-,-,-25.00%,-,-9.59%,0.09,-,10.30,-,-,111.42%,0.47,10,10.30,-,-,49.30,5.10%,4.53%,Yes,0.00,-92.50%,-,0.24,9.97,Yes,8.93,-,-,103.24K,1.80,-1.12%,-0.45%,29.09%
1433,UTSI,UTStarcom Holdings Corp.,Technology,Communication Equipment,China,42050000.0,,4.74,-0.0115,3559.0,Channel Up,1,-,-0.86,66.98%,9.05M,11.80%,-,-,0.00%,2.98M,18.80%,-7.80M,-,-,3.10%,0.02% / 0.10,32.78%,14.70M,2.86,75.50%,-8.11%,0.00M,29.16%,6.78,0.71,-,-7.00%,-,48.13%,6.00,0.80,22.00%,-11.00%,2.44,5.03,33.53%,-,4.43,-22.82%,-12.60%,-5.67%,0.77,-,2.70,-28.70%,-13.10%,94.27%,0.40,238,2.70,-45.30%,-61.30%,53.68,7.69%,7.99%,Yes,0.00,86.20%,-52.70%,0.71,4.80,Yes,0.00,-,-,5.03K,-,4.80%,8.87%,27.92%
1434,VITL,"Vital Farms, Inc.",Consumer Defensive,Farm Products,USA,715880000.0,,16.18,-0.0403,305822.0,Channel Up,1,-,-0.11,19.60%,40.70M,-8.33%,66.12,0.26,0.00%,26.02M,6.03%,-4.30M,-,0.04,63.20%,4.91% / 6.99,11.43%,329.40M,2.17,-79.00%,1.16%,1.28M,16.57%,3.80,4.44,162.89%,-2.20%,18.43,4.32%,0.44,38.08,-,-2.80%,7.89,18.18,8.45%,-,-,-,1.40%,-11.00%,-,-,2.50,-,29.40%,105.07%,0.75,288,3.00,42.40%,-1.70%,45.32,3.51%,4.46%,Yes,0.00,151.30%,-1.30%,1.67,16.86,Yes,0.00,Nov 03 BMO,-,182.61K,2.00,-4.49%,2.70%,27.84%
1435,VTRU,Vitru Limited,Consumer Defensive,Education & Training Services,Brazil,643940000.0,26.32,21.5,-0.0227,39943.0,Channel Up,1,-,0.84,7.20%,28.61M,-2.76%,16.06,1.37,0.00%,26.83M,-6.52%,22.00M,1.84,0.12,80.20%,0.29% / 1.40,-4.44%,208.40M,3.09,36.40%,1.53%,0.08M,31.50%,12.09,1.82,69.10%,3.10%,25.40,43.52%,1.71,12.88,14.30%,7.90%,13.10,23.83,-4.44%,-,17.40,-,8.10%,-9.78%,-,-,1.10,-,60.80%,64.12%,1.26,6036,1.10,170.60%,16.00%,46.04,6.71%,5.46%,No,1.34,828.60%,10.50%,0.72,22.00,Yes,1.25,Nov 10 AMC,0.00%,55.15K,2.30,-2.79%,-3.14%,12.87%
